"PL_Effect_Size_lnRktoall_0.01","PL_Effect_Size_Type1_lnRktoall_0.01","PL_Effect_Size_Type2_lnRktoall_0.01","PL_Effect_Size_lnRkto0_0.01","PL_Effect_Size_Type1_lnRkto0_0.01","PL_Effect_Size_Type2_lnRkto0_0.01","PL_Effect_Size_lnRktoall_0.05","PL_Effect_Size_Type1_lnRktoall_0.05","PL_Effect_Size_Type2_lnRktoall_0.05","PL_Effect_Size_lnRkto0_0.05","PL_Effect_Size_Type1_lnRkto0_0.05","PL_Effect_Size_Type2_lnRkto0_0.05","PL_Effect_Size_lnRktoall_0.1","PL_Effect_Size_Type1_lnRktoall_0.1","PL_Effect_Size_Type2_lnRktoall_0.1","PL_Effect_Size_lnRkto0_0.1","PL_Effect_Size_Type1_lnRkto0_0.1","PL_Effect_Size_Type2_lnRkto0_0.1","PL_Effect_Size_lnRktoall_0.5","PL_Effect_Size_Type1_lnRktoall_0.5","PL_Effect_Size_Type2_lnRktoall_0.5","PL_Effect_Size_lnRkto0_0.5","PL_Effect_Size_Type1_lnRkto0_0.5","PL_Effect_Size_Type2_lnRkto0_0.5","PL_Effect_Size_lnR","PL_Effect_Size_Type1_lnR","PL_Effect_Size_Type2_lnR","PL_Effect_Size_hedgesD","PL_Effect_Size_Type1_hedgesD","PL_Effect_Size_Type2_hedgesD","unique_number"
0.831525465246445,"FS","Bagout",0.851996381168758,"FS","Bagout",0.759039274368648,"FS","Bagout",0.851996381168758,"FS","Bagout",0.6850717665544,"FS","Bagout",0.851996381168758,"FS","Bagout",0.388504492801119,"FS","Bagout",0.851996381168758,"FS","Bagout",0.851996381168758,"FS","Bagout",7.05306510127751,"FS","Bagout","1"
2.52158212834641,"FS","Bagout",2.91634724429943,"FS","Bagout",1.75985492270931,"FS","Bagout",2.91634724429943,"FS","Bagout",1.33234384639115,"FS","Bagout",2.91634724429943,"FS","Bagout",0.494508245407486,"FS","Bagout",2.91634724429943,"FS","Bagout",2.91634724429943,"FS","Bagout",8.64551416680437,"FS","Bagout","2"
1.78019864682698,"FS","Bagout",2.14315735606594,"FS","Bagout",1.12247977007475,"FS","Bagout",2.14315735606594,"FS","Bagout",0.789221010649567,"FS","Bagout",2.14315735606594,"FS","Bagout",0.24336167277112,"FS","Bagout",2.14315735606594,"FS","Bagout",2.14315735606594,"FS","Bagout",4.85255413930313,"FS","Bagout","3"
2.43274758855246,"FS","Bagout",2.98756896291483,"FS","Bagout",1.55161834154527,"FS","Bagout",2.98756896291483,"FS","Bagout",1.119467795629,"FS","Bagout",2.98756896291483,"FS","Bagout",0.373130643887935,"FS","Bagout",2.98756896291483,"FS","Bagout",2.98756896291483,"FS","Bagout",6.75148108082779,"FS","Bagout","4"
2.13424977817483,"FS","Bagout",2.71099571133197,"FS","Bagout",1.2778477034102,"FS","Bagout",2.71099571133197,"FS","Bagout",0.886192700716876,"FS","Bagout",2.71099571133197,"FS","Bagout",0.270321210299058,"FS","Bagout",2.71099571133197,"FS","Bagout",2.71099571133197,"FS","Bagout",5.29434463098337,"FS","Bagout","5"
2.09323486381217,"FS","Bagout",2.50912090790859,"FS","Bagout",1.35213544230857,"FS","Bagout",2.50912090790859,"FS","Bagout",0.971167342099989,"FS","Bagout",2.50912090790859,"FS","Bagout",0.315812652023698,"FS","Bagout",2.50912090790859,"FS","Bagout",2.50912090790859,"FS","Bagout",5.9315671200714,"FS","Bagout","6"
0.0958479587901278,"FS","Bagout",0.10157979281792,"FS","Bagout",0.0782007473074746,"FS","Bagout",0.10157979281792,"FS","Bagout",0.0635728040176122,"FS","Bagout",0.10157979281792,"FS","Bagout",0.0254695415404567,"FS","Bagout",0.10157979281792,"FS","Bagout",0.10157979281792,"FS","Bagout",0.405165760452001,"FS","Bagout","7"
3.65065824129374,"FS","Bagout",3.65065824129374,"FS","Bagout",2.14006616349627,"FS","Bagout",2.14006616349627,"FS","Bagout",1.55814461804655,"FS","Bagout",1.55814461804655,"FS","Bagout",0.559615787935423,"FS","Bagout",0.559615787935423,"FS","Bagout",NA,NA,NA,9.75616833119579,"FS","Bagout","8"
3.84988049580098,"SPP","Sup",3.85673000198278,"SPP","Sup",3.82296191603877,"SPP","Sup",3.85673000198278,"SPP","Sup",3.79034459737488,"SPP","Sup",3.85673000198278,"SPP","Sup",3.56318775847215,"SPP","Sup",3.85673000198278,"SPP","Sup",3.85673000198278,"SPP","Sup",1.21804867314262,"SPP","Sup","10"
0.39477654360181,"SO","Sup",0.41070072216211,"SO","Sup",0.341874005326633,"SO","Sup",0.41070072216211,"SO","Sup",0.292945242496055,"SO","Sup",0.41070072216211,"SO","Sup",0.136938550946137,"SO","Sup",0.41070072216211,"SO","Sup",0.41070072216211,"SO","Sup",0.505306378422373,"SO","Sup","11"
0.180615855402907,"SO","Sup",0.1850552070208,"SO","Sup",0.164806297238186,"SO","Sup",0.1850552070208,"SO","Sup",0.148558979850696,"SO","Sup",0.1850552070208,"SO","Sup",0.0830923773061128,"SO","Sup",0.1850552070208,"SO","Sup",0.1850552070208,"SO","Sup",0.412054187937829,"SO","Sup","13"
